phase_id,list_id,task,stim_id,task_id,order
3,5,truth,21,TR021,31
3,5,truth,24,TR024,32
4,5,truth,29,TR029,1
4,5,truth,26,TR026,2
4,5,truth,31,TR031,3
4,5,truth,25,TR025,4
4,5,truth,64,TR064,5
4,5,truth,28,TR028,6
4,5,truth,123,TR123,7
4,5,truth,57,TR057,8
4,5,truth,96,TR096,9
4,5,truth,94,TR094,10
4,5,truth,124,TR124,11
4,5,truth,91,TR091,12
4,5,truth,60,TR060,13
4,5,truth,62,TR062,14
4,5,truth,30,TR030,15
4,5,truth,58,TR058,16
4,5,truth,93,TR093,17
4,5,truth,90,TR090,18
4,5,truth,126,TR126,19
4,5,truth,95,TR095,20
4,5,truth,61,TR061,21
4,5,truth,128,TR128,22
4,5,truth,27,TR027,23
4,5,truth,92,TR092,24
4,5,truth,121,TR121,25
4,5,truth,32,TR032,26
4,5,truth,122,TR122,27
4,5,truth,125,TR125,28
4,5,truth,127,TR127,29
4,5,truth,63,TR063,30
4,5,truth,59,TR059,31
4,5,truth,89,TR089,32
1,6,interest,26,IN026,1
1,6,interest,89,IN089,2
1,6,interest,90,IN090,3
1,6,interest,112,IN112,4
1,6,interest,110,IN110,5
1,6,interest,99,IN099,6
1,6,interest,41,IN041,7
1,6,interest,48,IN048,8
1,6,interest,51,IN051,9
1,6,interest,44,IN044,10
1,6,interest,38,IN038,11
1,6,interest,117,IN117,12
1,6,interest,92,IN092,13
1,6,interest,115,IN115,14
1,6,interest,102,IN102,15
1,6,interest,107,IN107,16
1,6,interest,34,IN034,17
1,6,interest,97,IN097,18
1,6,interest,104,IN104,19
1,6,interest,98,IN098,20
1,6,interest,111,IN111,21
1,6,interest,29,IN029,22
1,6,interest,40,IN040,23
1,6,interest,39,IN039,24
1,6,interest,95,IN095,25
1,6,interest,30,IN030,26
1,6,interest,52,IN052,27
1,6,interest,93,IN093,28
1,6,interest,47,IN047,29
1,6,interest,101,IN101,30
1,6,interest,108,IN108,31
1,6,interest,25,IN025,32
1,6,interest,105,IN105,33
1,6,interest,49,IN049,34
1,6,interest,106,IN106,35
1,6,interest,120,IN120,36
1,6,interest,33,IN033,37
1,6,interest,42,IN042,38
1,6,interest,50,IN050,39
1,6,interest,119,IN119,40
1,6,interest,53,IN053,41
1,6,interest,56,IN056,42
1,6,interest,100,IN100,43
1,6,interest,118,IN118,44
1,6,interest,31,IN031,45
1,6,interest,113,IN113,46
1,6,interest,32,IN032,47
1,6,interest,91,IN091,48
1,6,interest,28,IN028,49
1,6,interest,37,IN037,50
1,6,interest,55,IN055,51
1,6,interest,36,IN036,52
1,6,interest,103,IN103,53
1,6,interest,54,IN054,54
1,6,interest,35,IN035,55
1,6,interest,114,IN114,56
1,6,interest,43,IN043,57
1,6,interest,94,IN094,58
1,6,interest,109,IN109,59
1,6,interest,46,IN046,60
1,6,interest,116,IN116,61
1,6,interest,27,IN027,62
1,6,interest,96,IN096,63
1,6,interest,45,IN045,64
1,6,truth,91,TR091,1
1,6,truth,96,TR096,2
1,6,truth,123,TR123,3
1,6,truth,27,TR027,4
1,6,truth,59,TR059,5
1,6,truth,122,TR122,6
1,6,truth,92,TR092,7
1,6,truth,29,TR029,8
1,6,truth,61,TR061,9
1,6,truth,127,TR127,10
1,6,truth,125,TR125,11
1,6,truth,95,TR095,12
1,6,truth,60,TR060,13
1,6,truth,64,TR064,14
1,6,truth,57,TR057,15
1,6,truth,126,TR126,16
1,6,truth,128,TR128,17
1,6,truth,89,TR089,18
1,6,truth,26,TR026,19
1,6,truth,25,TR025,20
1,6,truth,62,TR062,21
1,6,truth,31,TR031,22
1,6,truth,28,TR028,23
1,6,truth,94,TR094,24
1,6,truth,30,TR030,25
1,6,truth,121,TR121,26
1,6,truth,90,TR090,27
1,6,truth,93,TR093,28
1,6,truth,63,TR063,29
1,6,truth,124,TR124,30
1,6,truth,58,TR058,31
1,6,truth,32,TR032,32
2,6,truth,98,TR098,1
2,6,truth,70,TR070,2
2,6,truth,6,TR006,3
2,6,truth,65,TR065,4
2,6,truth,8,TR008,5
2,6,truth,97,TR097,6
2,6,truth,35,TR035,7
2,6,truth,68,TR068,8
2,6,truth,5,TR005,9
2,6,truth,4,TR004,10
2,6,truth,72,TR072,11
2,6,truth,69,TR069,12
2,6,truth,104,TR104,13
2,6,truth,2,TR002,14
2,6,truth,100,TR100,15
2,6,truth,38,TR038,16
2,6,truth,34,TR034,17
2,6,truth,1,TR001,18
2,6,truth,101,TR101,19
2,6,truth,67,TR067,20
2,6,truth,39,TR039,21
2,6,truth,7,TR007,22
2,6,truth,71,TR071,23
2,6,truth,99,TR099,24
2,6,truth,40,TR040,25
2,6,truth,33,TR033,26
2,6,truth,66,TR066,27
2,6,truth,103,TR103,28
2,6,truth,3,TR003,29
2,6,truth,102,TR102,30
2,6,truth,37,TR037,31
2,6,truth,36,TR036,32
3,6,truth,74,TR074,1
3,6,truth,108,TR108,2
3,6,truth,42,TR042,3
3,6,truth,48,TR048,4
3,6,truth,13,TR013,5
3,6,truth,105,TR105,6
3,6,truth,109,TR109,7
3,6,truth,75,TR075,8
3,6,truth,12,TR012,9
3,6,truth,112,TR112,10
3,6,truth,11,TR011,11
3,6,truth,10,TR010,12
3,6,truth,107,TR107,13
3,6,truth,111,TR111,14
3,6,truth,46,TR046,15
3,6,truth,15,TR015,16
3,6,truth,110,TR110,17
3,6,truth,14,TR014,18
3,6,truth,77,TR077,19
3,6,truth,45,TR045,20
3,6,truth,47,TR047,21
3,6,truth,16,TR016,22
3,6,truth,41,TR041,23
3,6,truth,73,TR073,24
3,6,truth,9,TR009,25
3,6,truth,106,TR106,26
3,6,truth,78,TR078,27
3,6,truth,79,TR079,28
3,6,truth,44,TR044,29
3,6,truth,80,TR080,30
3,6,truth,43,TR043,31
3,6,truth,76,TR076,32
4,6,truth,18,TR018,1
4,6,truth,56,TR056,2
4,6,truth,113,TR113,3
4,6,truth,55,TR055,4
4,6,truth,24,TR024,5
4,6,truth,86,TR086,6
4,6,truth,82,TR082,7
4,6,truth,19,TR019,8
4,6,truth,20,TR020,9
4,6,truth,52,TR052,10
4,6,truth,114,TR114,11
4,6,truth,118,TR118,12
4,6,truth,53,TR053,13
4,6,truth,83,TR083,14
4,6,truth,49,TR049,15
4,6,truth,54,TR054,16
4,6,truth,23,TR023,17
4,6,truth,120,TR120,18
4,6,truth,51,TR051,19
4,6,truth,85,TR085,20
4,6,truth,22,TR022,21
4,6,truth,87,TR087,22
4,6,truth,21,TR021,23
4,6,truth,50,TR050,24
4,6,truth,81,TR081,25
4,6,truth,88,TR088,26
4,6,truth,17,TR017,27
4,6,truth,119,TR119,28
4,6,truth,84,TR084,29
4,6,truth,115,TR115,30
4,6,truth,116,TR116,31
4,6,truth,117,TR117,32
1,7,interest,20,IN020,1
1,7,interest,19,IN019,2
1,7,interest,29,IN029,3
1,7,interest,17,IN017,4
1,7,interest,36,IN036,5
1,7,interest,24,IN024,6
1,7,interest,33,IN033,7
1,7,interest,40,IN040,8
1,7,interest,88,IN088,9
1,7,interest,23,IN023,10
1,7,interest,43,IN043,11
1,7,interest,111,IN111,12
1,7,interest,84,IN084,13
1,7,interest,83,IN083,14
1,7,interest,45,IN045,15
1,7,interest,86,IN086,16
1,7,interest,110,IN110,17
1,7,interest,99,IN099,18
1,7,interest,18,IN018,19
1,7,interest,91,IN091,20
1,7,interest,97,IN097,21
1,7,interest,32,IN032,22
1,7,interest,108,IN108,23
1,7,interest,21,IN021,24
1,7,interest,22,IN022,25
1,7,interest,93,IN093,26
1,7,interest,48,IN048,27
1,7,interest,106,IN106,28
1,7,interest,35,IN035,29
1,7,interest,47,IN047,30
1,7,interest,103,IN103,31
1,7,interest,105,IN105,32
1,7,interest,38,IN038,33
1,7,interest,102,IN102,34
1,7,interest,92,IN092,35
1,7,interest,44,IN044,36
1,7,interest,98,IN098,37
1,7,interest,94,IN094,38
1,7,interest,101,IN101,39
1,7,interest,109,IN109,40
1,7,interest,82,IN082,41
1,7,interest,90,IN090,42
1,7,interest,81,IN081,43
1,7,interest,27,IN027,44
1,7,interest,31,IN031,45
1,7,interest,104,IN104,46
1,7,interest,39,IN039,47
1,7,interest,85,IN085,48
1,7,interest,107,IN107,49
1,7,interest,46,IN046,50
1,7,interest,112,IN112,51
1,7,interest,96,IN096,52
1,7,interest,41,IN041,53
1,7,interest,89,IN089,54
1,7,interest,34,IN034,55
1,7,interest,25,IN025,56
1,7,interest,26,IN026,57
1,7,interest,42,IN042,58
1,7,interest,28,IN028,59
1,7,interest,87,IN087,60
1,7,interest,37,IN037,61
1,7,interest,100,IN100,62
1,7,interest,95,IN095,63
1,7,interest,30,IN030,64
1,7,truth,116,TR116,1
1,7,truth,22,TR022,2
1,7,truth,88,TR088,3
1,7,truth,54,TR054,4
1,7,truth,86,TR086,5
1,7,truth,20,TR020,6
1,7,truth,52,TR052,7
1,7,truth,85,TR085,8
1,7,truth,19,TR019,9
1,7,truth,21,TR021,10
1,7,truth,113,TR113,11
1,7,truth,119,TR119,12
1,7,truth,117,TR117,13
1,7,truth,87,TR087,14
1,7,truth,49,TR049,15
1,7,truth,18,TR018,16
1,7,truth,115,TR115,17
1,7,truth,53,TR053,18
1,7,truth,83,TR083,19
1,7,truth,120,TR120,20
1,7,truth,55,TR055,21
1,7,truth,81,TR081,22
1,7,truth,114,TR114,23
1,7,truth,118,TR118,24
1,7,truth,56,TR056,25
1,7,truth,50,TR050,26
1,7,truth,24,TR024,27
1,7,truth,51,TR051,28
1,7,truth,17,TR017,29
1,7,truth,84,TR084,30
1,7,truth,23,TR023,31
1,7,truth,82,TR082,32
2,7,truth,91,TR091,1
2,7,truth,89,TR089,2
2,7,truth,123,TR123,3
2,7,truth,32,TR032,4
2,7,truth,96,TR096,5
2,7,truth,61,TR061,6
2,7,truth,95,TR095,7
2,7,truth,26,TR026,8
2,7,truth,94,TR094,9
2,7,truth,124,TR124,10
2,7,truth,30,TR030,11
2,7,truth,92,TR092,12
2,7,truth,64,TR064,13
2,7,truth,90,TR090,14
2,7,truth,59,TR059,15
2,7,truth,60,TR060,16
2,7,truth,127,TR127,17
2,7,truth,25,TR025,18
2,7,truth,57,TR057,19
2,7,truth,121,TR121,20
2,7,truth,58,TR058,21
2,7,truth,31,TR031,22
2,7,truth,93,TR093,23
2,7,truth,28,TR028,24
2,7,truth,63,TR063,25
2,7,truth,62,TR062,26
2,7,truth,128,TR128,27
2,7,truth,122,TR122,28
2,7,truth,29,TR029,29
2,7,truth,27,TR027,30
2,7,truth,126,TR126,31
2,7,truth,125,TR125,32
3,7,truth,65,TR065,1
3,7,truth,6,TR006,2
3,7,truth,4,TR004,3
3,7,truth,102,TR102,4
3,7,truth,72,TR072,5
3,7,truth,66,TR066,6
3,7,truth,68,TR068,7
3,7,truth,69,TR069,8
3,7,truth,97,TR097,9
3,7,truth,70,TR070,10
3,7,truth,3,TR003,11
3,7,truth,40,TR040,12
3,7,truth,101,TR101,13
3,7,truth,98,TR098,14
3,7,truth,35,TR035,15
3,7,truth,67,TR067,16
3,7,truth,36,TR036,17
3,7,truth,99,TR099,18
3,7,truth,103,TR103,19
3,7,truth,8,TR008,20
3,7,truth,38,TR038,21
3,7,truth,33,TR033,22
3,7,truth,34,TR034,23
3,7,truth,2,TR002,24
3,7,truth,100,TR100,25
3,7,truth,71,TR071,26
3,7,truth,104,TR104,27
3,7,truth,37,TR037,28
3,7,truth,5,TR005,29
3,7,truth,39,TR039,30
3,7,truth,1,TR001,31
3,7,truth,7,TR007,32
4,7,truth,14,TR014,1
4,7,truth,12,TR012,2
4,7,truth,45,TR045,3
4,7,truth,79,TR079,4
4,7,truth,13,TR013,5
4,7,truth,75,TR075,6
4,7,truth,10,TR010,7
4,7,truth,78,TR078,8
4,7,truth,111,TR111,9
4,7,truth,16,TR016,10
4,7,truth,76,TR076,11
4,7,truth,41,TR041,12
4,7,truth,77,TR077,13
4,7,truth,105,TR105,14
4,7,truth,11,TR011,15
4,7,truth,9,TR009,16
4,7,truth,15,TR015,17
4,7,truth,74,TR074,18
4,7,truth,42,TR042,19
4,7,truth,80,TR080,20
4,7,truth,43,TR043,21
4,7,truth,48,TR048,22
4,7,truth,107,TR107,23
4,7,truth,44,TR044,24
4,7,truth,110,TR110,25
4,7,truth,47,TR047,26
4,7,truth,112,TR112,27
4,7,truth,108,TR108,28
4,7,truth,46,TR046,29
4,7,truth,109,TR109,30
4,7,truth,73,TR073,31
4,7,truth,106,TR106,32
1,8,interest,98,IN098,1
1,8,interest,81,IN081,2
1,8,interest,34,IN034,3
1,8,interest,90,IN090,4
1,8,interest,22,IN022,5
1,8,interest,25,IN025,6
1,8,interest,74,IN074,7
1,8,interest,73,IN073,8
1,8,interest,30,IN030,9
1,8,interest,18,IN018,10
1,8,interest,40,IN040,11
1,8,interest,28,IN028,12
1,8,interest,102,IN102,13
1,8,interest,14,IN014,14
1,8,interest,92,IN092,15
1,8,interest,21,IN021,16
1,8,interest,36,IN036,17
1,8,interest,23,IN023,18
1,8,interest,35,IN035,19
1,8,interest,16,IN016,20
1,8,interest,79,IN079,21
1,8,interest,101,IN101,22
1,8,interest,17,IN017,23
1,8,interest,24,IN024,24
1,8,interest,99,IN099,25
1,8,interest,11,IN011,26
1,8,interest,38,IN038,27
1,8,interest,20,IN020,28
1,8,interest,32,IN032,29
1,8,interest,96,IN096,30
1,8,interest,103,IN103,31
1,8,interest,85,IN085,32
1,8,interest,10,IN010,33
1,8,interest,94,IN094,34
1,8,interest,87,IN087,35
1,8,interest,104,IN104,36
1,8,interest,76,IN076,37
1,8,interest,77,IN077,38
1,8,interest,82,IN082,39
1,8,interest,75,IN075,40
1,8,interest,26,IN026,41
1,8,interest,88,IN088,42
1,8,interest,19,IN019,43
1,8,interest,9,IN009,44
1,8,interest,27,IN027,45
1,8,interest,39,IN039,46
1,8,interest,100,IN100,47
1,8,interest,83,IN083,48
1,8,interest,78,IN078,49
1,8,interest,13,IN013,50
1,8,interest,37,IN037,51
1,8,interest,95,IN095,52
1,8,interest,86,IN086,53
1,8,interest,15,IN015,54
1,8,interest,93,IN093,55
1,8,interest,97,IN097,56
1,8,interest,91,IN091,57
1,8,interest,12,IN012,58
1,8,interest,80,IN080,59
1,8,interest,33,IN033,60
1,8,interest,29,IN029,61
1,8,interest,31,IN031,62
1,8,interest,84,IN084,63
1,8,interest,89,IN089,64
1,8,truth,74,TR074,1
1,8,truth,46,TR046,2
1,8,truth,109,TR109,3
1,8,truth,106,TR106,4
1,8,truth,44,TR044,5
1,8,truth,80,TR080,6
1,8,truth,76,TR076,7
1,8,truth,112,TR112,8
1,8,truth,107,TR107,9
1,8,truth,15,TR015,10
1,8,truth,13,TR013,11
1,8,truth,78,TR078,12
1,8,truth,42,TR042,13
1,8,truth,43,TR043,14
1,8,truth,79,TR079,15
1,8,truth,73,TR073,16
1,8,truth,10,TR010,17
1,8,truth,77,TR077,18
1,8,truth,14,TR014,19
1,8,truth,48,TR048,20
1,8,truth,111,TR111,21
1,8,truth,16,TR016,22
1,8,truth,11,TR011,23
1,8,truth,45,TR045,24
1,8,truth,110,TR110,25
1,8,truth,12,TR012,26
1,8,truth,9,TR009,27
1,8,truth,41,TR041,28
1,8,truth,105,TR105,29
1,8,truth,47,TR047,30
1,8,truth,108,TR108,31
1,8,truth,75,TR075,32
2,8,truth,20,TR020,1
2,8,truth,82,TR082,2
2,8,truth,53,TR053,3
2,8,truth,117,TR117,4
2,8,truth,54,TR054,5
2,8,truth,113,TR113,6
2,8,truth,24,TR024,7
2,8,truth,22,TR022,8
2,8,truth,52,TR052,9
2,8,truth,17,TR017,10
2,8,truth,119,TR119,11
2,8,truth,55,TR055,12
2,8,truth,116,TR116,13
2,8,truth,18,TR018,14
2,8,truth,88,TR088,15
2,8,truth,83,TR083,16
2,8,truth,85,TR085,17
2,8,truth,56,TR056,18
2,8,truth,51,TR051,19
2,8,truth,86,TR086,20
2,8,truth,81,TR081,21
2,8,truth,118,TR118,22
2,8,truth,23,TR023,23
2,8,truth,84,TR084,24
2,8,truth,19,TR019,25
2,8,truth,50,TR050,26
2,8,truth,120,TR120,27
2,8,truth,21,TR021,28
2,8,truth,115,TR115,29
2,8,truth,114,TR114,30
2,8,truth,87,TR087,31
2,8,truth,49,TR049,32
3,8,truth,121,TR121,1
3,8,truth,124,TR124,2
3,8,truth,57,TR057,3
3,8,truth,29,TR029,4
3,8,truth,58,TR058,5
3,8,truth,89,TR089,6
3,8,truth,27,TR027,7
3,8,truth,62,TR062,8
3,8,truth,90,TR090,9
3,8,truth,60,TR060,10
3,8,truth,126,TR126,11
3,8,truth,127,TR127,12
3,8,truth,31,TR031,13
3,8,truth,59,TR059,14
3,8,truth,94,TR094,15
3,8,truth,64,TR064,16
3,8,truth,28,TR028,17
3,8,truth,91,TR091,18
3,8,truth,30,TR030,19
3,8,truth,26,TR026,20
3,8,truth,122,TR122,21
3,8,truth,61,TR061,22
3,8,truth,92,TR092,23
3,8,truth,63,TR063,24
3,8,truth,128,TR128,25
3,8,truth,25,TR025,26
3,8,truth,32,TR032,27
3,8,truth,93,TR093,28
3,8,truth,125,TR125,29
3,8,truth,123,TR123,30
3,8,truth,96,TR096,31
3,8,truth,95,TR095,32
4,8,truth,3,TR003,1
4,8,truth,5,TR005,2
4,8,truth,7,TR007,3
4,8,truth,70,TR070,4
4,8,truth,33,TR033,5
4,8,truth,37,TR037,6
4,8,truth,36,TR036,7
4,8,truth,40,TR040,8
4,8,truth,69,TR069,9
4,8,truth,102,TR102,10
4,8,truth,104,TR104,11
4,8,truth,97,TR097,12
4,8,truth,34,TR034,13
4,8,truth,2,TR002,14
4,8,truth,98,TR098,15
4,8,truth,68,TR068,16
4,8,truth,4,TR004,17
4,8,truth,103,TR103,18
4,8,truth,71,TR071,19
4,8,truth,72,TR072,20
4,8,truth,67,TR067,21
4,8,truth,100,TR100,22
4,8,truth,65,TR065,23
4,8,truth,1,TR001,24
4,8,truth,6,TR006,25
4,8,truth,8,TR008,26
4,8,truth,39,TR039,27
4,8,truth,101,TR101,28
4,8,truth,99,TR099,29
4,8,truth,66,TR066,30
4,8,truth,38,TR038,31
4,8,truth,35,TR035,32
